300
2 	 241 9
1 	 4
2 	 4 156
3 	 77 272 81
1 	 20
2 	 159 19
1 	 242
1 	 123
1 	 71
2 	 277 246
1 	 137
3 	 175 251 259
2 	 199 133
1 	 67
1 	 186
1 	 230
1 	 296
1 	 101
1 	 108
1 	 249
2 	 267 225
1 	 200
4 	 274 92 47 257
3 	 128 163 173
1 	 200
1 	 298
1 	 284
5 	 136 46 135 263 80
1 	 277
1 	 191
3 	 38 146 207
4 	 76 210 264 30
3 	 297 216 88
1 	 282
3 	 287 108 293
1 	 153
1 	 219
2 	 273 37
1 	 47
2 	 186 229
2 	 144 253
4 	 221 112 202 262
1 	 54
1 	 250
3 	 14 291 18
1 	 129
1 	 183
2 	 232 194
1 	 89
1 	 221
1 	 261
2 	 153 260
1 	 251
1 	 237
1 	 241
1 	 6
2 	 25 27
4 	 113 164 79 230
3 	 25 123 158
1 	 271
1 	 160
2 	 23 269
2 	 213 82
5 	 84 159 167 71 247
7 	 38 13 232 281 84 144 141
1 	 71
1 	 60
3 	 38 219 238
1 	 107
1 	 100
1 	 94
1 	 274
2 	 93 243
1 	 291
3 	 75 91 236
2 	 186 21
1 	 153
2 	 136 244
2 	 136 140
2 	 84 179
1 	 162
3 	 254 50 283
1 	 179
1 	 244
1 	 298
1 	 93
2 	 93 226
4 	 2 106 242 138
3 	 88 294 235
1 	 1
